hostname,st_spectype,st_mass,st_teff,st_rad,st_lum,st_logg,st_met,sy_dist
"Kepler-1047",,0.980000,5798.00,0.958000,,4.467000,-0.0200,817.64700000
"Kepler-1143",,0.650000,4762.00,0.620000,,4.660000,,555.18900000
"Kepler-310",,0.952000,5497.00,0.839000,,4.570000,0.0700,602.26800000
"Kepler-1507",,0.971000,5428.00,0.853000,,4.563000,0.2100,320.47800000
"Kepler-23",,1.036000,5761.00,1.518000,,4.091000,0.0600,835.75600000
"Kepler-1718",,0.784000,5712.00,0.989000,,4.342000,-0.4400,375.52200000
"K2-72",,0.217000,3497.00,0.232000,,5.048000,,66.43210000
"Kepler-1731",,0.713000,4917.00,0.700000,,4.600000,,169.94800000
"Kepler-1665",,0.750000,5088.00,0.760000,,4.550000,,335.51500000
"Kepler-1137",,1.510000,7115.00,1.850000,,4.080000,,921.77800000
"Kepler-1211",,1.021000,5787.00,1.113000,,,0.1000,1826.53000000
"Kepler-1367",,0.731000,4313.00,0.650000,,4.662000,0.3600,401.48400000
"Kepler-1103",,1.110000,6092.00,1.150000,,4.360000,-0.0100,1331.92000000
"Kepler-1494",,1.014000,5915.00,1.008000,,4.437000,-0.0200,1285.48000000
"Kepler-1220",,0.778000,5745.00,0.908000,,4.412000,-0.5200,961.90700000
"Kepler-239",,0.849000,4959.00,0.756000,,4.603000,0.1600,648.10900000
"Kepler-186",,0.510000,3871.00,0.490000,,4.760000,-0.3100,177.59400000
"Kepler-1091",,0.810000,5672.00,0.754000,,4.593000,-0.5200,914.29900000
"CoRoT-24",,0.770000,4760.00,0.822827,-0.50426,4.493940,,591.55500000
"Kepler-152",,0.846000,5262.00,0.761000,,4.598000,-0.1400,441.09000000
"Kepler-1777",,1.190000,6292.00,1.850000,,3.980000,-0.1600,619.14600000
"Kepler-1744",,1.050000,5720.00,0.920000,,4.530000,,1091.63000000
"CoRoT-28","G8/9 IV",1.010000,5150.00,1.780000,,3.600000,0.1500,766.18300000
"HD 77338",,0.970000,5440.00,,,4.360000,0.2800,45.93500000
"Kepler-366",,1.093000,6210.00,1.033000,,4.450000,-0.1000,1856.28000000
"Kepler-1026",,0.772000,4847.00,0.781000,,4.540000,0.1400,351.23900000
"Kepler-191",,0.810000,5105.00,0.868000,,4.469000,0.1400,594.46400000
"Kepler-1360",,1.237000,6269.00,1.155000,,4.405000,0.2100,1516.27000000
"Kepler-128",,1.155000,6081.00,1.660000,,,-0.0300,396.37900000
"Kepler-1953",,0.761000,4859.00,0.720000,,4.605000,-0.0400,605.63100000
"Kepler-436",,0.508000,4299.00,0.511000,,4.728000,-0.9600,588.86700000
"Kepler-1810",,0.988000,5783.00,0.939000,,4.488000,0.0000,1009.87000000
"Kepler-1839",,1.020000,5679.00,0.920000,,4.520000,,1136.60000000
"Kepler-770",,1.808000,4941.00,4.885000,,3.317000,0.4000,930.45700000
"Kepler-208",,1.082000,6054.00,1.234000,,,0.0200,775.32800000
"Kepler-368",,0.710000,5293.00,0.700000,,4.600000,,770.97800000
"Kepler-814",,1.150000,6107.00,1.930550,0.66937,3.927400,,2055.77000000
"Kepler-176",,0.826000,5229.00,0.877000,,4.470000,0.0700,527.32100000
"Kepler-262",,0.970000,5830.00,0.876000,,4.540000,-0.1400,613.12900000
"Kepler-431",,1.100000,6293.00,1.682000,,4.027000,-0.3000,486.54600000
"Kepler-336",,0.938000,6029.00,0.865000,,4.536000,-0.4000,768.86000000
"Kepler-1445",,1.012000,6086.00,1.092000,,4.367000,-0.1400,506.35700000
"Kepler-951",,0.788000,4850.00,0.815000,,4.511000,0.2600,382.50900000
"Kepler-417",,0.950000,5177.00,0.830000,,4.580000,,973.98900000
"Kepler-222",,0.870000,5154.00,0.850048,-0.33784,4.518700,,758.85400000
"HD 218566","K3V",0.880000,4927.00,0.790000,-0.46900,4.600000,0.3800,28.82740000
"Kepler-249",,0.429000,3587.00,0.410000,,4.845000,-0.1000,190.40100000
"Kepler-1091",,1.037000,5806.00,1.064000,,4.400000,0.1600,914.29900000
"Kepler-1629",,1.010000,5699.00,0.878763,-0.13437,4.554650,,336.09000000
"Kepler-1709",,1.080000,5923.00,1.064000,,,0.0900,273.94600000
"Kepler-1709",,1.039000,5789.91,1.135130,0.11547,4.344590,0.0462,273.94600000
"Kepler-890",,1.090000,5954.00,1.130000,,4.370000,0.0900,1712.12000000
"Kepler-162",,0.953000,5838.00,0.980000,,4.440000,,855.64100000
"Kepler-1630",,0.724000,5037.00,0.756000,,4.540000,-0.2000,331.21300000
"HD 121504",,1.130000,6022.00,,0.18498,4.490000,0.1400,41.65920000
"Kepler-196",,0.926000,5313.00,1.501000,,4.052000,0.1200,451.31200000
"Kepler-1027",,0.954000,5537.00,1.714000,,3.949000,-0.2000,405.10400000
"Kepler-845",,0.754000,4911.00,0.783000,,4.529000,0.0400,431.05100000
"Kepler-1422",,1.310000,6616.00,1.298000,,4.329000,0.0700,2465.84000000
"Kepler-1428",,1.577000,6285.00,2.480000,,,0.1200,1530.32000000
"Kepler-680",,1.010000,5880.00,0.917000,,4.518000,-0.0600,1492.48000000
"GJ 1289","M4.5 Ve",0.210000,3296.00,,,,0.0200,8.35147000
"HIP 35173",,0.780000,4807.00,0.804658,-0.50659,4.518940,,33.15620000
"Kepler-1566",,0.752000,5166.00,0.678000,,4.650000,-0.4200,466.58600000
"Kepler-1955",,1.066000,5826.00,1.236000,,4.281000,0.1600,449.35100000
"Kepler-831",,0.903000,5688.00,1.000000,,,-0.0800,593.54000000
"Kepler-1746",,1.090000,6018.00,1.286000,,4.257000,0.0600,979.54100000
"Kepler-368",,0.940000,5395.36,2.186690,0.56235,3.731620,0.0300,770.97800000
"Kepler-755",,0.829000,5067.00,0.821000,,,0.0800,399.03400000
"Kepler-149",,0.848000,5529.00,0.832000,,4.526000,-0.2000,571.03400000
"Kepler-249",,0.506000,3803.00,0.492000,,4.760000,,190.40100000
"HD 204313","G5 V",1.045000,5767.00,,,4.370000,0.1800,47.79450000
"Kepler-1806",,0.884000,5311.00,0.788000,,4.588000,-0.0400,978.06600000
"Kepler-391",,1.315000,5267.00,2.555000,,3.742000,0.0200,869.23600000
"HD 45184",,1.060000,5854.00,1.052380,0.06885,4.419030,0.0500,21.95320000
"Kepler-193",,1.213000,6343.00,1.137000,,4.411000,0.0700,1009.10000000
"Kepler-684",,0.950000,5435.15,1.434050,0.20867,4.102660,-0.0539,1731.27000000
"Kepler-1121",,1.287000,6154.00,1.636000,,4.120000,0.1400,482.04700000
"Kepler-620",,0.930000,6253.00,0.997000,,4.410000,-0.5400,1355.28000000
"Kepler-1786",,1.058000,5808.00,1.397000,,4.172000,0.1400,863.90900000
"Kepler-226",,0.883000,5559.00,0.806000,,4.572000,-0.1800,980.13800000
"Kepler-60",,1.090000,5915.00,1.500000,,4.130000,,1025.10000000
"Kepler-105",,1.085000,6391.00,1.332000,,4.226000,-0.2200,459.22300000
"Kepler-304",,0.760000,4723.00,0.691000,,4.628000,0.0200,434.68400000
"Kepler-531",,0.780000,4893.00,0.750000,,4.580000,-0.0300,252.76200000
"Kepler-1870",,0.806000,5587.00,0.978000,,4.363000,-0.2600,407.21600000
"Kepler-1435",,1.250000,6640.00,1.260000,,4.330000,,704.21100000
"Kepler-48",,0.955000,5296.00,0.852000,,4.558000,0.3000,306.73800000
"Kepler-617",,0.490000,3678.00,0.470000,,4.784000,0.0000,173.35400000
"HIP 65407",,0.920000,5344.00,0.937926,-0.18950,4.457520,,61.78040000
"KMT-2021-BLG-0171L",,0.740000,5200.00,,,,,4400.00000000
"KMT-2021-BLG-0171L",,0.790000,5200.00,,,,,4800.00000000
"Kepler-394",,1.100000,5977.00,0.991788,0.05347,4.486620,,1058.72000000
"KMT-2021-BLG-0171L",,0.830000,5200.00,,,,,4900.00000000
"HD 13908","F8 V",1.290000,6255.00,1.670000,0.60200,4.110000,0.0100,79.55150000
"Kepler-305",,0.763000,5106.00,0.803000,,4.511000,-0.0800,868.47700000
"Kepler-716",,0.830000,5012.00,0.742183,-0.50424,4.616120,,635.00900000
"Kepler-1717",,1.319000,6823.00,1.377000,,4.279000,-0.1000,1008.79000000
"Kepler-197 B",,0.720000,4564.00,0.621022,-0.82171,4.709190,,324.42500000
"Kepler-1866",,1.125000,6089.00,1.024000,,4.468000,0.0700,976.73700000
"Kepler-299",,0.903000,5616.00,0.999000,,4.394000,-0.0200,1052.24000000
"Kepler-1626",,1.420000,6697.00,1.500680,0.61079,4.237780,,1368.83000000
"Kepler-60",,1.110000,5915.00,1.500000,,4.130000,,1025.10000000
"Kepler-1187",,1.071000,6106.00,0.980000,,4.490000,,1020.53000000
"Kepler-944",,0.860000,5409.00,0.830000,,4.540000,-0.1100,1349.43000000
"Kepler-125",,0.540000,3810.00,0.520000,,4.738000,-0.0200,183.36500000
"K2-259",,1.090000,5962.19,1.151230,0.17864,4.353170,0.1580,416.45700000
"Kepler-1010",,0.794000,5299.00,0.840000,,4.490000,,579.27300000
"Kepler-907",,1.080000,6106.00,1.380000,,4.190000,-0.1500,
"Kepler-940",,1.072000,6108.00,0.997000,,4.471000,-0.0800,1260.78000000
"HD 145377",,1.200000,6014.00,1.050000,,4.470000,0.1100,53.48840000
"Kepler-402",,1.140000,6522.00,1.215000,,4.325000,-0.2200,625.33900000
"Kepler-32",,0.520000,3727.00,0.500000,,4.756000,0.0400,323.84700000
"Kepler-1164",,0.803000,5143.00,0.778000,,4.561000,-0.0600,431.62200000
"Kepler-756",,0.820000,5282.00,0.790000,,4.570000,-0.1900,
"Kepler-154",,1.034000,5987.00,0.930000,,4.510000,,915.21200000
"Kepler-972",,1.059000,6137.00,1.130000,,4.357000,-0.0400,1198.03000000
"Kepler-1375",,1.073000,6277.00,1.207000,,4.306000,-0.1000,1430.84000000
"Kepler-1342",,0.900000,5250.00,0.895106,-0.26092,4.488560,,890.72400000
"Kepler-1967",,0.996000,4970.00,1.806000,,3.924000,0.3200,249.10200000
"Kepler-1267",,1.150000,6096.00,1.200000,,4.330000,0.0700,1379.43000000
"Kepler-1157",,0.638000,4544.00,0.610000,,4.670000,,342.14400000
"Kepler-1157",,0.601000,4487.00,0.612000,,4.644000,-0.4400,342.14400000
"Kepler-401",,1.051000,6347.00,1.373000,,4.185000,-0.3200,965.56000000
"Kepler-1130",,0.823000,5447.00,0.930000,,4.420000,,249.34300000
"Kepler-1303",,1.010000,5771.00,1.000000,,4.440000,0.0400,897.78300000
"Kepler-281",,0.984000,5717.00,0.884000,,4.538000,0.0000,1745.45000000
"Kepler-1222",,0.700000,5011.00,0.620000,,4.690000,,415.21800000
"Kepler-809",,1.050000,5949.00,0.962000,,4.493000,0.0000,961.40500000
"Kepler-647",,0.930000,5955.00,1.053000,,4.361000,-0.2600,1087.87000000
"Kepler-1880",,0.524000,4380.00,0.530000,,4.710000,-0.9200,611.04100000
"Kepler-1861",,1.158000,5857.00,1.364000,,4.232000,0.2600,829.98500000
"Kepler-250",,0.753000,5099.00,0.760000,,4.560000,,760.58500000
"Kepler-571",,0.950000,5462.00,0.864342,-0.22253,4.542420,,723.87500000
"Kepler-605",,0.890000,5350.00,0.860000,,,0.0600,556.58000000
"Kepler-1234",,0.810000,4899.00,0.710000,,4.640000,,916.74900000
"Kepler-875",,0.970000,5771.00,0.860000,,4.550000,,1242.62000000
"Kepler-1356",,0.840000,5226.00,0.750000,,4.606000,-0.1600,845.22800000
"Kepler-1098",,0.820000,5553.00,0.890000,,4.460000,,1049.19000000
"Kepler-932",,0.784000,5238.00,0.851000,,4.472000,-0.0800,465.61200000
"Kepler-876",,0.896000,5192.00,0.802000,,4.583000,0.1600,820.91300000
"Kepler-402",,1.015000,6052.00,1.202000,,4.285000,-0.1200,625.33900000
"Kepler-1579",,0.504000,4294.00,0.504000,,4.736000,-1.0000,
"Kepler-886",,1.026000,6334.00,1.037000,,4.420000,-0.3200,711.29700000
"Kepler-116",,1.123000,6122.00,1.439000,,4.173000,0.0200,955.16800000
"Kepler-83",,0.508000,3906.00,0.509000,,4.730000,-0.3200,400.40900000
"Kepler-961",,0.960000,5582.00,0.900000,,4.510000,0.0500,574.31400000
"Kepler-1828",,0.943000,5718.00,0.856000,,4.549000,-0.1200,871.81000000
"KMT-2021-BLG-0171L",,0.780000,5200.00,,,,,4700.00000000
"Kepler-1096",,0.602000,4156.00,0.594000,,4.672000,-0.1600,377.97600000
"KMT-2021-BLG-1689L",,0.580000,4570.00,,,,,7200.00000000
"Kepler-969",,0.890000,5216.22,0.782639,-0.38876,4.600330,0.1843,390.35400000
"KMT-2021-BLG-1689L",,0.680000,4570.00,,,,,5000.00000000
"HD 166724",,0.860000,5107.24,0.794072,-0.41284,4.572850,-0.0900,45.13420000
"K2-184",,0.818986,5252.00,0.764371,,4.630000,-0.2200,75.58570000
"KMT-2021-BLG-0171L",,0.780000,5200.00,,,,,4600.00000000
"Kepler-392",,1.230000,6482.00,1.460000,,4.200000,,681.42800000
"Kepler-1343",,0.950000,5759.00,0.930000,,4.480000,-0.1600,1756.71000000
"Kepler-296",,0.380000,3517.00,0.370000,,4.881000,-0.0700,
"KMT-2021-BLG-0171L",,0.810000,5200.00,,,,,4800.00000000
"KMT-2021-BLG-1689L",,0.580000,4570.00,,,,,7200.00000000
"Kepler-687",,0.739000,4905.00,0.761000,,4.544000,-0.0400,633.66000000
"Kepler-334",,1.060000,6095.00,1.000000,,4.460000,,426.59000000
"Kepler-402",,1.210000,6534.00,1.230000,,4.340000,,625.33900000
"Kepler-1047",,0.980000,5798.00,0.958000,,4.467000,-0.0200,817.64700000
"Kepler-1847",,1.041000,6122.00,0.964000,,4.487000,-0.1800,1693.86000000
"Kepler-173",,1.040000,5926.00,1.060000,,4.400000,-0.0100,833.16500000
"Kepler-838",,1.088000,6178.00,1.021000,,4.457000,-0.1000,1104.04000000
"Kepler-1004",,1.110000,4972.00,3.390000,,3.430000,-0.0400,1152.68000000
"Kepler-1266",,0.854000,5274.00,0.762000,,4.600000,-0.1400,849.31200000
"Kepler-302",,0.974000,5733.00,1.183000,,4.281000,0.0600,1402.58000000
"Kepler-1878",,0.953000,5918.00,0.863000,,4.546000,-0.2600,1494.30000000
"Kepler-1089",,0.511000,3688.00,0.497000,,4.755000,0.0000,259.32800000
"Kepler-1222",,0.752000,5166.00,0.678000,,4.650000,-0.4200,415.21800000
"Kepler-1494",,1.014000,5915.00,1.008000,,4.437000,-0.0200,1285.48000000
"Kepler-163",,0.999000,5772.00,0.901000,,4.528000,0.0000,689.81400000
"Kepler-1309",,0.758000,5151.00,0.785000,,4.528000,-0.1600,
"Kepler-1022",,0.573000,4302.00,0.586000,,4.661000,-0.4400,420.04200000
"Kepler-1165",,1.130000,6249.00,1.076000,,4.428000,-0.0400,1575.20000000
"Kepler-940",,1.072000,6108.00,0.997000,,4.471000,-0.0800,1260.78000000
"Kepler-764",,0.920000,5557.00,0.890000,,4.510000,-0.0600,1047.84000000
"Kepler-278",,1.298000,4991.00,2.935000,,3.615000,0.2800,443.03000000
"Kepler-906",,1.130000,6292.00,1.060000,,4.440000,,757.79100000
"Kepler-320",,1.180000,6440.00,1.120000,,4.410000,,826.61300000
"Kepler-1041",,1.043000,6106.00,0.966000,,4.487000,-0.1600,1485.82000000
"Kepler-1770",,0.941000,5602.00,1.009000,,4.404000,0.1000,582.94200000
"Kepler-359",,1.093000,6210.00,1.033000,,4.450000,-0.1000,1443.21000000
"Kepler-594",,0.928000,5569.00,0.829000,,4.566000,-0.0800,769.20000000
"Kepler-1686",,0.996000,5806.00,1.101000,,4.353000,0.0600,729.82300000
"Kepler-209",,0.876000,5514.00,1.043000,,4.344000,0.0200,576.94600000
"Kepler-1571",,0.916000,5638.00,1.237000,,,-0.0200,675.30300000
"Kepler-162",,0.875000,5815.00,0.954000,,4.421000,-0.3000,855.64100000
"Kepler-1735",,0.540000,3939.00,0.520000,,4.738000,-0.2500,245.30300000
"Kepler-256",,1.075000,5936.00,0.965000,,4.501000,0.0700,1026.43000000
"Kepler-194",,0.962000,6085.00,1.005000,,4.417000,-0.3000,1097.97000000
"16 Cyg B",,0.990000,5765.00,,,4.460000,0.0900,21.13970000
"Kepler-991",,0.620000,4450.00,0.590000,,4.690000,,389.56100000
"Kepler-1459",,0.821000,4947.00,0.868000,,4.476000,0.3600,455.47900000
"Kepler-607",,0.841000,5079.00,0.827000,,,0.1200,519.12200000
"K2-107",,1.110000,6001.00,1.796990,0.57668,3.974300,,685.20000000
"Kepler-336",,1.057000,6064.00,0.960000,,4.500000,,768.86000000
"Kepler-191",,0.870000,5144.15,0.781226,-0.41450,4.592030,0.1300,594.46400000
"Kepler-340",,2.046000,8241.00,3.177000,,3.745000,-0.1000,808.76200000
"Kepler-1452",,1.070000,6148.00,1.217000,,4.298000,-0.0400,996.32000000
"Kepler-1713",,1.318000,6463.00,1.447000,,4.236000,0.0900,295.29300000
"K2-101",,0.820000,4927.00,0.760000,,4.590000,0.0700,188.33000000
"Kepler-1136",,0.627000,4485.00,0.598000,,4.680000,,491.40600000
"Kepler-122",,1.028000,6103.00,0.949000,,4.496000,-0.2000,1027.45000000
"Kepler-466",,0.979000,5805.00,0.936000,,,-0.0300,530.12200000
"Kepler-702",,0.820000,5386.00,0.793000,,4.553000,-0.2000,992.07100000
"Kepler-152",,0.846000,5262.00,0.761000,,4.598000,-0.1400,441.09000000
"Kepler-154",,0.895000,5688.00,0.971000,,4.415000,-0.1200,915.21200000
"Kepler-384",,0.960000,5500.82,1.736750,0.39588,3.940870,-0.4590,895.67800000
"Kepler-1379",,0.880000,5201.90,0.773897,-0.40329,4.605180,0.0222,971.32500000
"Kepler-622",,0.640000,4201.00,0.610000,,4.670000,-0.0900,284.76100000
"Kepler-203",,1.013000,5949.00,0.937000,,4.500000,-0.1000,703.30200000
"Kepler-176",,0.860000,5106.00,0.787000,,,0.1300,527.32100000
"Kepler-360",,1.022000,6052.00,1.028000,,4.424000,-0.1200,876.04400000
"Kepler-1777",,1.190000,6292.00,1.850000,,3.980000,-0.1600,619.14600000
"Kapteyn",,0.278894,3742.00,0.301994,-1.79289,4.923510,,3.93305000
"Kepler-577",,0.496000,3787.00,0.477000,,4.775000,-0.2200,524.24700000
"Kepler-1542",,0.866000,5731.00,1.190000,,4.224000,-0.2400,399.11400000
"Kepler-305",,0.900000,4918.00,0.870000,,4.510000,,868.47700000
"HIP 5763",,0.680000,4352.00,0.750378,-0.73999,4.520020,,31.90430000
"Kepler-1131",,1.026000,5957.00,0.937000,,4.506000,-0.0800,1030.70000000
"TOI-4633 B",,1.050000,5600.00,0.980000,,,,
"Kepler-544",,1.078000,6241.00,1.465000,,,-0.2000,963.18000000
"Kepler-979",,0.844000,5201.00,0.759000,,4.599000,-0.1000,576.50300000
"Kepler-598",,0.815000,5252.00,0.898000,,4.442000,0.0400,681.08600000
"Kepler-264",,1.460000,6263.00,2.020000,,3.990000,0.2000,942.17300000
"Kepler-150",,0.970000,5855.00,0.940000,,4.480000,,891.09200000
"Kepler-620",,0.930000,6253.00,0.997000,,4.410000,-0.5400,1355.28000000
"Kepler-581",,0.911000,5601.00,0.830000,,4.560000,-0.1200,703.75800000
"Kepler-250",,0.798000,5029.00,0.838000,,4.494000,0.1400,760.58500000
"K2-74",,1.110000,6022.00,1.021160,0.09185,4.465200,,377.82200000
"Kepler-1305",,0.990000,5853.00,0.895000,,4.529000,-0.1000,1575.23000000
"Kepler-367",,0.790000,4856.00,0.705000,,4.624000,0.0000,188.02700000
"Kepler-320",,1.330000,6453.00,1.530000,,4.190000,0.0500,826.61300000
"Kepler-386",,0.770000,5177.00,0.746000,,4.578000,-0.2200,882.46200000
"Kepler-995",,0.780000,5257.00,0.820000,,4.500000,,609.63800000
"Kepler-175",,1.079000,6063.00,1.001000,,4.470000,-0.0200,1312.34000000
"Kepler-28",,0.590000,4072.00,0.570000,,4.697000,-0.1700,438.35900000
"Kepler-302",,0.966000,5938.00,0.883000,,4.532000,-0.2400,1402.58000000
"Kepler-1223",,0.838000,4875.00,0.795000,,4.561000,0.3200,459.95700000
"Kepler-843",,0.987000,5868.00,0.894000,,4.530000,-0.1200,1165.66000000
"Kepler-375",,0.937000,5821.00,0.848000,,4.554000,-0.2200,1238.81000000
"Kepler-291",,1.093000,5993.00,0.986000,,4.489000,0.0700,1786.48000000
"Kepler-576",,0.990000,5672.00,0.970000,,4.460000,0.0900,617.55000000
"Kepler-700",,0.779000,5665.00,0.764000,,4.563000,-0.5800,1491.76000000
"Kepler-1457",,1.010000,5866.00,1.010000,,4.430000,-0.0500,889.88500000
"Kepler-535",,1.202000,6173.00,1.108000,,4.429000,0.2100,685.59900000
"Kepler-374",,0.840000,5738.00,0.880000,,4.470000,,1265.61000000
"HD 130322","K0 V",0.836000,5308.00,,,,-0.0200,31.87660000
"Kepler-614",,0.731000,5258.00,0.785000,,4.513000,-0.3200,527.99500000
"Kepler-1371",,0.840000,5464.00,0.880000,,4.470000,,515.33400000
"Kepler-1919",,0.868000,5513.00,0.818000,,4.551000,-0.1600,1177.53000000
"Kepler-1614",,0.790000,5121.00,0.760000,,4.580000,-0.1700,1191.19000000
"GJ 3082",,0.462652,3646.00,0.465216,-1.46273,4.768010,,16.61860000
"Kepler-193",,1.093000,5876.00,1.456000,,4.151000,0.1400,1009.10000000
"Kepler-261",,0.865000,5203.00,0.774000,,4.595000,0.0000,317.49900000
"Kepler-1705",,1.139000,6312.00,1.259000,0.35411,4.298000,-0.2000,1633.49000000
"OGLE-TR-211",,1.320000,6325.00,1.470000,,4.220000,0.1100,1515.26000000
"Kepler-265",,1.150000,6315.00,1.070000,,4.440000,,1280.25000000
"Kepler-274",,0.987000,6020.00,1.008000,,4.426000,-0.1800,1333.62000000
"Kepler-1097",,0.810000,5323.00,0.830000,,4.500000,,719.80200000
"Kepler-1795",,0.670000,4298.00,0.600000,,4.700000,,
"Kepler-208",,1.123000,6220.00,1.328000,,4.242000,0.0200,775.32800000
"Kepler-229",,0.827000,5126.00,0.742000,,4.609000,-0.1200,826.26500000
"HD 102117","G6 V",1.030000,5672.00,,0.19590,4.270000,0.3000,39.57920000
"Kepler-1442",,1.340000,6394.00,1.440000,,4.250000,0.2600,608.68000000
"Kepler-923",,1.010000,5861.00,1.304000,,4.212000,0.0000,1000.28000000
"Kepler-1230",,1.048000,6165.00,1.115000,,4.365000,-0.0800,1364.22000000
"Kepler-1693",,0.941000,5553.00,1.098000,,4.330000,0.1600,760.06500000
"HD 190647",,1.009000,5639.00,,0.28914,4.180000,0.2300,54.47380000
"Kepler-351",,0.914000,5646.00,0.841000,,4.549000,-0.1400,1083.91000000
"Kepler-1531",,1.101000,6184.00,1.285000,,,-0.0500,666.33400000
"HD 86264","F7 V",1.420000,6210.00,,,4.020000,0.2020,67.81070000
"Kepler-1558",,0.830000,5101.00,0.790000,,4.570000,0.0000,325.73700000
"Kepler-997",,1.183000,6059.00,1.558000,,,0.0600,467.56800000
"Kepler-1113",,0.932000,5749.00,0.978000,,4.427000,-0.0800,1073.88000000
"HD 108147",,1.270000,6248.00,,,4.490000,0.2000,38.92000000
"Kepler-1327",,1.001000,6143.00,1.116000,,4.344000,-0.2000,678.06900000
"Kepler-888",,0.991000,6174.00,1.147000,,4.316000,-0.2600,420.81700000
"Kepler-285",,0.817000,5114.00,0.878000,,4.463000,0.1600,824.31000000
"Kepler-648",,0.966000,5796.00,0.871000,,4.544000,-0.1200,636.03000000
"Kepler-191",,0.883000,5275.00,0.787000,,4.590000,0.0000,594.46400000
"Kepler-1241",,0.928000,5569.00,0.829000,,4.566000,-0.0800,968.72200000
"Kepler-1388",,0.541000,3903.00,0.523000,,4.735000,-0.2000,453.79500000
"KMT-2021-BLG-1689L",,0.740000,4570.00,,,,,5000.00000000
"Kepler-253",,0.869000,5196.00,0.775000,,4.593000,0.0400,838.59500000
"Kepler-995",,0.744000,5239.00,0.792000,,4.511000,-0.2600,609.63800000
"Kepler-264",,1.316000,6231.00,2.397000,,3.797000,-0.1800,942.17300000
"Kepler-1286",,0.990000,5964.00,1.090000,,4.360000,,1354.46000000
"Kepler-934",,0.810000,5001.00,0.770000,,4.590000,0.0100,608.73800000
"HD 142245",,3.500000,4922.00,4.630000,,3.650000,0.1700,97.23050000
"Kepler-729",,1.072000,6007.00,0.998000,,4.470000,0.0200,1921.15000000
"Kepler-1714",,1.481000,6221.00,2.044000,,,0.2200,409.46000000
"Kepler-1903",,1.065000,6363.00,1.012000,,4.456000,-0.3200,1775.44000000
"Kepler-647",,0.930000,5955.00,1.053000,,4.361000,-0.2600,1087.87000000
"Kepler-240",,0.823000,4988.00,0.766000,,4.586000,0.1000,746.92700000
"Kepler-716",,0.834000,5174.00,0.751000,,4.604000,-0.1200,635.00900000
"Kepler-1872",,0.800000,4897.00,0.776212,-0.50562,4.561200,,840.18200000
"NSVS 14256825 Ab","M",0.109000,2550.00,0.162000,,,,
"Kepler-1963",,0.915000,5726.00,0.979000,,4.418000,-0.1000,492.84700000
"Kepler-154",,0.916000,5937.00,0.832000,,4.559000,-0.4000,915.21200000
"Kepler-579",,0.884000,5288.00,0.836000,,4.541000,0.1000,530.76500000
"Kepler-1114",,0.907000,5469.00,1.500000,,4.040000,,418.41700000
"Kepler-1923",,0.830000,5751.00,0.767000,,4.587000,-0.5200,990.83800000
"Kepler-122",,1.028000,6103.00,0.949000,,4.496000,-0.2000,1027.45000000
"Kepler-142",,1.060000,5872.00,1.180000,,4.320000,0.0800,548.68600000
"Kepler-1926",,0.768000,5256.00,0.832000,,4.483000,-0.1600,667.40500000
"Kepler-1644",,0.856000,5722.00,0.821000,,4.542000,-0.3600,629.27000000
"K2-73",,1.043192,5844.00,1.051008,,4.350000,0.0900,269.18300000
"Kepler-106",,0.944000,5881.00,1.029000,,4.388000,-0.1600,444.32200000
"Kepler-1886",,0.915000,5735.00,0.833000,,4.559000,-0.2200,1059.51000000
"Kepler-1211",,1.050000,6054.00,0.950000,,4.500000,,1826.53000000
"Kepler-359",,1.010000,5683.00,0.923027,-0.09657,4.511960,,1443.21000000
"Kepler-998",,1.021000,5988.00,0.934000,,4.507000,-0.1200,986.36400000
"Kepler-215",,0.813000,5741.00,1.008000,,4.341000,-0.3800,485.99700000
"Kepler-583",,0.920000,5329.00,1.044880,-0.10059,4.363720,,867.27100000
"Kepler-38",,1.038000,5623.00,1.841000,,3.925000,-0.1200,1174.59000000
"Kepler-1812",,1.162000,6174.00,1.103000,,4.417000,0.1000,1409.19000000
"Kepler-959",,1.409000,7092.00,1.449000,,4.265000,-0.0400,807.72900000
"Kepler-1154",,1.250000,6172.00,1.471000,,4.198000,0.1600,1460.10000000
"Kepler-829",,0.880000,5693.00,0.802000,,4.574000,-0.3000,1073.76000000
"Kepler-540",,0.910000,5851.00,1.116000,,4.302000,-0.2200,390.37400000
"Kepler-262",,0.970000,5830.00,0.876000,,4.540000,-0.1400,613.12900000
"Kepler-804",,0.946000,5768.00,1.067000,,4.358000,-0.0400,649.65000000
"Kepler-895",,0.595000,4153.00,0.581000,,4.684000,-0.2200,540.13400000
"K2-196",,1.120000,6038.12,1.996070,0.67865,3.886930,0.0400,584.87700000
"Kepler-1129",,0.975000,6240.00,1.025000,,4.406000,-0.3800,1183.88000000
"Kepler-1490",,0.900000,5515.00,0.870000,,4.520000,-0.0800,862.92000000
"Kepler-1336",,0.958000,5717.00,0.864000,,4.546000,-0.0800,1126.64000000
"Kepler-1933",,0.939000,5759.00,1.916000,,3.846000,-0.6000,328.00700000
"Kepler-98",,0.990000,5539.00,1.110000,,4.341000,0.1800,350.31500000
"Kepler-1225",,1.083000,6341.00,1.033000,,4.446000,-0.2400,1347.52000000
"Kepler-1428",,1.151000,6409.00,1.622000,,4.079000,-0.2200,1530.32000000
