hostname,st_spectype,st_mass,st_teff,st_rad,st_lum,st_logg,st_met,sy_dist
"Kepler-1929",,1.675000,5897.00,4.015000,,3.455000,-0.1600,508.20100000
"Kepler-1912",,1.091000,5902.00,1.474000,,4.139000,0.1000,297.01700000
"Kepler-240",,0.759000,4768.00,0.779000,,4.536000,0.1800,746.92700000
"Kepler-24",,0.965000,6038.00,1.088000,,4.349000,-0.2400,1156.81000000
"Kepler-395",,0.413000,3735.00,0.400000,,4.851000,-0.5000,421.38200000
"Kepler-235","M0 V",0.510000,3887.00,0.480000,,,-0.3600,428.01800000
"Kepler-1088",,1.115000,6223.00,1.280000,,4.270000,,280.62900000
"Kepler-1884",,0.993000,5984.00,0.906000,,4.521000,-0.2000,1443.09000000
"Kepler-339",,0.880000,5627.00,0.808000,,4.567000,-0.2400,616.63700000
"Kepler-198",,0.958000,5725.00,0.850000,,4.560000,,495.35800000
"Kepler-288",,0.931000,5918.00,1.068000,,4.349000,-0.2200,1194.15000000
"Kepler-808",,0.526000,4441.00,0.530000,,4.710000,-0.9800,
"Kepler-918",,1.020000,5736.00,0.991810,-0.01801,4.453810,,1025.03000000
"Kepler-524",,1.031000,6049.00,1.251000,,4.257000,-0.1000,1058.24000000
"Kepler-34",,0.992000,5915.00,1.130000,,4.329000,-0.0600,1800.82000000
"Kepler-1452",,1.237000,6045.00,2.066000,,,0.0000,996.32000000
"OGLE-TR-10",,1.140000,6075.00,1.242370,0.27738,4.306470,0.2800,1344.97000000
"Kepler-1642",,0.937000,5254.00,1.514000,,4.050000,0.2100,413.87300000
"Kepler-293",,1.038000,5798.00,0.941000,,4.507000,0.1000,974.63300000
"Kepler-316",,0.561000,4132.00,0.554000,,4.701000,-0.3800,384.93800000
"Kepler-32",,0.520000,3727.00,0.500000,,4.756000,0.0400,323.84700000
"HD 159868","G5 V",1.087000,5558.00,,,3.990000,-0.0800,55.85030000
"Kepler-196",,0.926000,5313.00,1.501000,,4.052000,0.1200,451.31200000
"Kepler-543",,0.700000,4671.00,0.670000,,4.630000,-0.1900,221.80200000
"Kepler-1793",,0.850000,5191.00,0.764000,,4.597000,-0.0600,1189.88000000
"HD 159868",,0.970000,5534.00,2.062730,0.55574,3.795960,-0.0600,55.85030000
"Kepler-207",,1.181000,5918.00,1.555000,,4.127000,0.2100,875.51900000
"Kepler-1904",,0.526000,3805.00,0.497000,,4.767000,-0.1000,270.85400000
"Kepler-1269",,1.053000,6144.00,1.106000,,4.374000,-0.0600,1097.23000000
"Kepler-1693",,0.950000,5693.00,0.856000,,4.551000,-0.0800,760.06500000
"HD 155918",,1.030000,5771.84,1.019060,0.01635,4.434510,-0.6616,27.56100000
"Kepler-1037",,0.919000,5265.00,1.002000,,4.400000,0.4600,446.91400000
"Kepler-1394",,1.331000,6712.00,1.525000,,4.194000,-0.0600,640.40900000
"Kepler-194",,0.989000,5565.00,1.439000,,4.117000,0.1600,1097.97000000
"Kepler-641",,1.061000,5605.00,1.613000,,,0.1700,969.91800000
"Kepler-121",,0.774000,5316.00,0.719000,,4.613000,-0.3800,510.52300000
"Kepler-263",,0.829000,5265.00,0.781000,,4.571000,-0.1000,754.74700000
"Kepler-1129",,1.100000,5994.00,1.080000,,4.410000,,1183.88000000
"HD 73526",,1.050000,5699.00,,,4.270000,0.2700,97.23960000
"Kepler-1186",,1.012000,5916.00,0.910000,,4.530000,,1337.25000000
"CoRoT-6",,1.050000,6090.00,1.025000,,,-0.2000,645.29400000
"HD 142415",,1.030000,6045.00,,0.06000,4.530000,0.2100,35.53180000
"Kepler-341",,1.000000,6008.00,1.003000,,4.435000,-0.1400,1047.03000000
"Kepler-49",,0.541000,3834.00,0.539000,,4.708000,-0.0200,311.22200000
"Kepler-1816",,0.799000,5120.00,0.716000,,4.624000,-0.2400,437.82300000
"HD 2638",,0.900000,5236.00,0.730000,-0.44800,4.380000,0.2200,54.96210000
"Kepler-524",,1.031000,6049.00,1.251000,,4.257000,-0.1000,1058.24000000
"Kepler-1318",,0.659000,4476.00,0.637000,,4.649000,-0.2000,475.24800000
"Kepler-1935",,0.845000,5570.00,0.899000,,4.458000,-0.1800,904.70200000
"Kepler-29",,0.761000,5378.00,0.732000,,,-0.4400,832.53200000
"Kepler-960",,0.680000,4735.00,0.700000,,4.630000,,284.91600000
"Kepler-348",,1.150000,6154.00,1.060000,,4.450000,,570.78300000
"Kepler-1497",,1.003000,5878.00,0.998000,,4.442000,-0.0200,
"KOI-1783",,1.027000,6215.00,0.957000,,4.488000,-0.3000,865.73000000
"Kepler-305",,0.900000,4918.00,0.870000,,4.510000,,868.47700000
"Kepler-188",,0.989000,6020.00,1.093000,,4.356000,-0.1400,968.54400000
"Kepler-446",,0.328000,3464.00,0.328000,,4.923000,-0.1400,96.33900000
"Kepler-571",,0.932000,5632.00,0.846000,,4.553000,-0.0800,723.87500000
"Kepler-386",,0.820000,5098.00,0.780000,,4.580000,-0.0200,882.46200000
"Kepler-352",,0.836000,5238.00,0.752000,,4.603000,-0.1600,252.73300000
"Kepler-654",,1.040000,5865.00,1.110000,,4.360000,0.0400,974.12400000
"Kepler-221",,0.816000,5324.00,0.810000,,4.540000,,385.23100000
"CFHTWIR-Oph 98 A","M9-L1",0.014700,2320.00,0.245000,-2.85000,3.845000,,
"HD 213240 C",,0.150530,3045.00,0.180887,-2.59614,5.100880,,41.23130000
"Kepler-1858",,0.839000,5126.00,0.751000,,4.606000,-0.0600,833.05500000
"Kepler-1506",,1.079000,6063.00,1.001000,,4.470000,-0.0200,2366.02000000
"Kepler-130",,0.927000,5887.00,1.138000,,,-0.1600,316.66300000
"AT2021ueyL","M V",0.490000,3680.00,,,,,1040.00000000
"Kepler-581",,0.930000,5538.00,1.027000,,4.384000,0.1400,703.75800000
"Kepler-609",,0.994000,5822.00,0.898000,,4.529000,-0.0600,1065.82000000
"Kepler-711",,0.697000,4919.00,0.721000,,4.566000,-0.2400,624.57500000
"HD 38801",,1.220000,5314.00,,,3.820000,0.2500,91.43490000
"KOI-351",,1.200000,6080.00,1.200000,,4.400000,-0.1200,848.25400000
"Kepler-219",,1.171000,5788.00,1.310000,,4.270000,,787.07000000
"Kepler-377",,1.100000,5974.00,1.199230,0.21756,4.321660,,823.80400000
"Kepler-161",,0.770000,4931.00,0.690000,,4.650000,,434.63200000
"Kepler-299",,1.008000,5896.00,0.916000,,4.518000,-0.0800,1052.24000000
"K2-226",,0.885981,5397.00,0.824470,,4.620000,-0.0800,211.26500000
"Kepler-67",,0.824000,5332.00,0.755000,,4.597000,-0.2200,1131.19000000
"Kepler-366",,1.090000,5947.00,1.821550,0.57277,3.954610,,1856.28000000
"Kepler-1203",,0.640000,4105.00,0.610000,,4.670000,0.0100,317.02200000
"Kepler-1064",,0.694000,5094.00,0.644000,,4.662000,-0.5800,
"Kepler-627",,1.012000,6419.00,1.362000,,4.175000,-0.4800,984.30700000
"Kepler-1527",,0.991000,6075.00,0.916000,,4.510000,-0.2800,1842.13000000
"Kepler-276",,1.099000,6102.00,1.026000,,4.457000,0.0000,1144.86000000
"Kepler-1004",,1.493000,5008.00,3.502000,,,0.1900,1152.68000000
"Kepler-302",,0.974000,5733.00,1.183000,,4.281000,0.0600,1402.58000000
"Kepler-1771",,0.940000,5619.00,0.850000,,4.550000,,565.75200000
"Kepler-28",,0.586000,4072.00,0.570000,,4.696000,-0.1800,438.35900000
"Kepler-525",,1.019000,5546.00,1.592000,,4.042000,0.1400,992.85200000
"Kepler-1142",,0.822000,5692.00,0.800000,,4.547000,-0.4400,1273.51000000
"HIP 97233","K0/1 III",1.740000,5020.00,,,3.260000,0.2900,102.27500000
"K2-88",,0.477046,3624.15,0.459539,,,,110.56100000
"Kepler-406",,1.058000,5697.00,0.973000,,4.487000,0.2800,364.03000000
"Kepler-1732",,1.050000,5838.73,1.373690,0.29575,4.183480,0.0950,1289.41000000
"Kepler-1026",,0.749000,4915.00,0.773000,,4.537000,0.0000,351.23900000
"HD 28678",,1.410000,5071.00,3.710000,1.20000,3.250000,0.1600,189.90800000
"Kepler-812",,1.400000,7110.00,1.420000,,4.280000,,1482.74000000
"Kepler-1035",,0.734000,5709.00,0.818000,,4.478000,-0.7000,562.11600000
"Kepler-714",,1.169000,6214.00,1.076000,,4.442000,0.0700,2083.37000000
"Kepler-1421",,1.233000,6296.00,1.444000,,4.210000,0.0700,783.40100000
"Kepler-351",,0.914000,5646.00,0.841000,,4.549000,-0.1400,1083.91000000
"Kepler-546",,0.977000,5818.00,1.205000,,4.266000,-0.0200,1019.65000000
"Kepler-207",,1.040000,6080.00,1.100000,,4.370000,,875.51900000
"Kepler-1871",,1.020000,5741.00,0.946000,,4.495000,0.1200,854.62300000
"Kepler-1261",,0.877000,5136.00,0.810000,,4.564000,0.1800,744.29400000
"K2-168",,0.877000,5502.70,0.830000,,,,243.93500000
"HD 38529",,1.600000,5674.00,,,3.940000,0.4000,42.35380000
"Kepler-817",,1.004000,5926.00,0.913000,,4.519000,-0.1200,1484.46000000
"Kepler-1408",,1.068000,6295.00,1.236000,,4.284000,-0.1400,535.04800000
"Kepler-395",,0.530000,3900.00,0.510000,,4.740000,,421.38200000
"Kepler-83",,0.540000,3893.00,0.520000,,4.738000,-0.1500,400.40900000
"Kepler-1501",,1.163000,6065.00,1.061000,,4.452000,0.2100,749.06000000
"HD 188015","G5 IV",1.080000,5745.00,,,4.440000,0.2900,50.67060000
"Kepler-1408",,1.130000,6052.00,1.250000,,4.290000,,535.04800000
"Kepler-1125",,0.899000,5792.00,0.819000,,4.566000,-0.3200,2011.41000000
"Kepler-689",,0.910000,5518.00,0.880000,,4.510000,-0.0100,1131.73000000
"Kepler-248",,0.915000,5190.00,0.874000,,4.520000,,738.79200000
"Kepler-1661",,0.734000,4936.00,0.761000,,4.540000,-0.0800,410.60700000
"KIC 9663113",,0.965000,6065.00,1.006000,,4.417000,-0.2800,1594.74000000
"K2-169",,0.986144,5548.00,0.919053,,4.560000,0.2600,235.86700000
"Kepler-918",,1.110000,6028.00,1.140000,,4.370000,0.0600,1025.03000000
"GJ 900 A","M0",0.580000,3976.00,0.730000,-0.92100,,,20.80650000
"Kepler-1569",,1.038000,6185.00,1.087000,,4.383000,-0.1200,945.45400000
"KOI-1783",,1.076000,5923.00,1.143000,,,0.1100,865.73000000
"Kepler-124",,0.724000,5196.00,0.657000,,4.662000,-0.5400,420.04600000
"bet Pic","A5V",1.760000,8052.00,1.550000,0.95800,4.150000,,19.74420000
"HD 170469",,1.100000,5842.00,1.240000,,4.300000,0.2900,60.17800000
"Kepler-1782",,0.788000,5006.00,0.829000,,4.498000,0.1200,305.79200000
"Kepler-225",,0.593000,4304.00,0.563000,,4.710000,,561.10100000
"Kepler-1530",,0.920000,5477.00,0.880000,,4.520000,0.0300,489.87600000
"Kepler-352",,0.836000,5238.00,0.752000,,4.603000,-0.1600,252.73300000
"Kepler-869",,0.980000,5575.00,0.943902,-0.11047,4.479440,,939.45500000
"Kepler-1761",,0.488000,3767.00,0.479000,,4.766000,-0.2000,221.18600000
"Kepler-245",,0.856000,5105.00,0.780000,,,0.1200,861.52700000
"Kepler-1888",,1.074000,5675.00,1.657000,,4.030000,0.1400,402.94700000
"Kepler-1811",,1.045000,6091.00,0.967000,,4.487000,-0.1400,1390.56000000
"Kepler-1603",,1.078000,6276.00,1.106000,,4.385000,-0.1000,2712.58000000
"Kepler-605",,0.868000,5390.00,0.770000,,4.610000,,556.58000000
"Kepler-1022",,0.606000,4379.00,0.576000,,4.700000,,420.04200000
"HD 151450",,1.140000,6091.98,1.171840,0.23147,4.357240,,43.60020000
"HD 10442","K2 IV",1.560000,5034.00,,,3.500000,0.1100,135.37400000
"Kepler-913",,0.856000,5412.00,0.769000,,4.595000,-0.2000,991.61800000
"Kepler-169",,0.850000,5173.00,0.939000,,4.422000,0.2600,406.52900000
"Kepler-1967",,0.996000,4970.00,1.806000,,3.924000,0.3200,249.10200000
"K2-294",,0.987000,5612.00,1.200000,,4.200000,0.1940,373.07800000
"Kepler-23",,1.060000,5861.98,1.532780,0.39783,4.092410,-0.1120,835.75600000
"Kepler-649",,1.100000,6226.00,1.140000,,4.370000,,513.74800000
"K2-4",,0.630000,4197.00,0.600000,,,-0.1200,231.82800000
"HD 42618","G4 V",1.015000,5727.00,0.999000,-0.00877,4.440000,-0.0900,24.33580000
"Kepler-612",,0.884000,5618.00,0.811000,,4.566000,-0.2200,1445.53000000
"Kepler-740",,1.021000,5739.00,0.922000,,4.518000,0.1000,1442.02000000
"Kepler-1444",,0.977000,5731.00,1.066000,,4.372000,0.0800,319.67500000
"Kepler-732",,0.460000,3581.00,0.440000,,4.814000,0.1400,174.82600000
"Kepler-301",,0.944000,5814.00,0.881000,,4.523000,-0.1800,719.16600000
"Kepler-756",,0.902000,5573.00,0.827000,,4.558000,-0.1200,
"Kepler-489",,0.775000,5085.00,0.822000,,4.498000,0.0000,369.64500000
"Kepler-568",,0.519000,3877.00,0.502000,,4.750000,,130.64500000
"Kepler-1825",,0.760000,4869.00,0.760000,,4.550000,,430.25400000
"Kepler-380",,0.987000,6043.00,1.097000,,4.352000,-0.1600,813.71300000
"Kepler-169",,0.850000,5173.00,0.939000,,4.422000,0.2600,406.52900000
"KOI-1783",,0.996000,5791.00,1.336000,,4.185000,0.0200,865.73000000
"Kepler-115",,0.999000,5977.00,1.075000,,4.375000,-0.1000,623.60900000
"K2-107",,1.300000,6061.00,1.810000,,4.040000,0.1400,685.20000000
"Kepler-1749",,0.590000,4023.00,0.570000,,4.697000,-0.1100,268.20000000
"Kepler-905",,1.009000,5569.00,0.887000,,4.546000,0.2100,529.26800000
"HD 218566",,0.760000,4730.00,0.850000,,4.460000,0.2800,28.82740000
"Kepler-178",,0.886000,5386.00,1.076000,,4.322000,0.1800,716.02500000
"Kepler-165",,0.800000,5108.00,0.760000,,4.580000,-0.1200,560.88500000
"Kepler-516",,1.451000,6956.00,1.744000,,4.116000,-0.0600,687.09400000
"Kepler-484",,0.974000,5652.00,0.885000,,,0.0600,382.13600000
"Kepler-617",,0.540091,3691.00,0.544291,-1.30507,4.698870,0.0632,173.35400000
"Kepler-142",,0.933000,5726.00,1.243000,,4.219000,-0.0600,548.68600000
"Kepler-1857",,0.820000,5809.00,1.010000,,4.350000,,853.27500000
"Kepler-713",,1.014000,5849.00,0.919000,,4.517000,-0.0200,1089.87000000
"Kepler-984",,0.940000,5435.00,1.350000,,4.150000,,460.18800000
"Kepler-857",,0.990000,5773.00,0.990000,,4.450000,0.0200,983.50200000
"HIP 34222","M0V",0.550000,4095.00,0.630000,-1.00000,,,22.83860000
"Kepler-81",,0.540000,3896.00,0.520000,,4.738000,-0.2000,348.29100000
"Kepler-191",,0.840000,5215.00,0.800000,,4.560000,-0.0500,594.46400000
"Kepler-187",,0.896000,5945.00,1.099000,,4.308000,-0.3400,1143.00000000
"Kepler-166",,0.835000,5409.00,0.746000,,4.609000,-0.3000,603.53000000
"2MASS J19383260+4603591",,0.480000,29564.00,0.203000,,5.508000,,396.33200000
"HD 106252","G0",1.007000,5870.00,,,,-0.0700,38.18500000
"Kepler-1380",,0.967000,5708.00,0.893000,,4.521000,-0.0200,2462.94000000
"Kepler-1160",,0.870000,5551.00,0.760000,,4.610000,,1077.63000000
"Kepler-902",,0.983000,5960.00,0.906000,,4.516000,-0.2000,1165.34000000
"Kepler-325",,0.892000,5749.00,0.982000,,4.404000,-0.1800,823.24200000
"Kepler-1823",,1.068000,6000.00,1.126000,,4.363000,0.0600,724.97100000
"Kepler-1601",,0.965000,5752.00,1.055000,,,0.0100,644.45600000
"Kepler-227",,0.954000,5539.00,0.925000,,,0.1000,1083.06000000
"Kepler-676",,0.510000,3672.00,0.490000,,4.765000,0.0900,295.19600000
"Kepler-1231",,0.980000,5572.00,1.101890,0.02302,4.345010,,987.23700000
"KMT-2021-BLG-0171L",,0.760000,5200.00,,,,,4500.00000000
"Kepler-11",,0.921000,5657.00,1.046000,,4.364000,0.0000,646.34600000
"KMT-2021-BLG-0171L",,0.780000,5200.00,,,,,4600.00000000
"Kepler-1222",,0.815000,5083.00,0.872000,,4.468000,0.1800,415.21800000
"Kepler-1797",,1.069000,6244.00,1.009000,,4.460000,-0.2000,1338.49000000
"Kepler-1488",,1.050000,5820.00,1.310000,,4.220000,0.0600,905.82500000
"HD 72892",,1.010000,5681.00,1.162120,0.10289,4.311890,,69.73110000
"Kepler-197",,0.922000,6004.00,1.120000,,4.304000,-0.3800,330.57500000
"Kepler-1045",,0.801000,5443.00,0.738000,,4.605000,-0.3800,942.48500000
"Kepler-1821",,0.973000,5815.00,0.877000,,4.540000,-0.1200,799.69900000
"Kepler-1283",,1.150000,6120.00,2.585390,0.92675,3.673710,,2921.99000000
"Kepler-1483",,1.069000,6328.00,1.013000,,4.456000,-0.2800,1273.78000000
"Kepler-1153",,0.910000,5470.00,0.880000,,4.520000,0.0300,1119.49000000
"Kepler-363",,0.970000,5529.70,1.657960,0.36465,3.985690,0.3965,762.59600000
"Kepler-1584",,1.183000,6401.00,1.150000,,4.389000,-0.0400,1416.31000000
"Kepler-349",,1.035000,5741.00,0.956000,,4.492000,0.1600,940.72400000
"Kepler-82",,0.966000,5739.00,0.928000,,4.488000,-0.0200,904.32600000
"Kepler-1465",,0.670000,4702.00,0.686000,,4.592000,-0.2200,359.49700000
"Kepler-238",,1.056000,5858.00,0.963000,,4.495000,0.1000,1798.75000000
"K2-208",,0.881000,5500.00,0.872000,-0.20135,4.503000,-0.0640,256.88700000
"Kepler-1858",,0.839000,5126.00,0.751000,,4.606000,-0.0600,833.05500000
"Kepler-293",,1.038000,5798.00,0.941000,,4.507000,0.1000,974.63300000
"Kepler-1176",,0.830000,5340.00,0.730000,,4.630000,,864.69900000
"Kepler-169",,0.825000,5046.00,0.727000,,,0.1700,406.52900000
"Kepler-1112",,1.340000,6496.00,1.540000,,4.190000,0.0400,1671.28000000
"K2-251",,0.492569,3634.00,0.494475,-1.41548,4.742250,,147.03000000
"Kepler-1259",,0.830000,4994.00,0.740000,,4.620000,,805.56200000
"Kepler-946",,0.947000,5945.00,0.859000,,4.548000,-0.3000,1137.29000000
"Kepler-46",,0.882000,5149.00,0.930000,,4.447000,0.4200,777.06000000
"Kepler-401",,1.051000,6347.00,1.373000,,4.185000,-0.3200,965.56000000
"Kepler-1095",,0.993000,5984.00,0.906000,,4.521000,-0.2000,792.52200000
"Kepler-1214",,0.787000,5215.00,0.845000,,4.481000,-0.0600,729.22700000
"Kepler-257",,0.850000,5209.00,0.810000,,4.560000,0.0400,780.25600000
"Kepler-1166",,0.928000,5382.00,0.827000,,4.571000,0.1000,634.90600000
"Kepler-902",,0.983000,5960.00,0.906000,,4.516000,-0.2000,1165.34000000
"Kepler-1069",,1.013000,5790.00,1.203000,,4.283000,0.1000,695.96700000
"Kepler-307",,0.983000,5671.00,1.084000,,4.360000,0.1600,575.58100000
"Kepler-1158",,1.150000,6116.64,2.343110,0.84033,3.759180,0.0798,1484.25000000
"Kepler-638",,0.906000,5480.00,1.490000,,4.050000,,991.21400000
"HD 216435",,1.250000,5943.00,,,,0.1500,32.98340000
"Kepler-1129",,0.975000,6240.00,1.025000,,4.406000,-0.3800,1183.88000000
"HD 129445",,1.000000,5635.20,1.159800,0.08710,4.309300,0.3700,67.43860000
"Kepler-298",,0.668000,4549.00,0.652000,,4.634000,-0.2000,518.20400000
"Kepler-137",,0.907000,5343.00,0.809000,,4.580000,0.0600,302.97900000
"Kepler-1102",,0.960000,5724.00,0.940000,,4.480000,-0.0800,1246.05000000
"Kepler-106",,0.944000,5881.00,1.029000,,4.388000,-0.1600,444.32200000
"Kepler-1282",,1.083000,5825.00,0.965000,,4.504000,0.2100,1103.29000000
"Kepler-1686",,0.996000,5806.00,1.101000,,4.353000,0.0600,729.82300000
"Kepler-1837",,1.020000,5938.00,0.920000,,4.520000,,1229.18000000
"Kepler-354",,0.704000,4650.00,0.706000,,4.589000,-0.0400,554.06400000
"Kepler-652",,0.861000,5392.00,0.893000,,4.472000,0.0200,394.55000000
"Kepler-178",,0.886000,5386.00,1.076000,,4.322000,0.1800,716.02500000
"Kepler-542",,0.954000,5696.00,1.001000,,4.417000,0.0400,436.01600000
"Kepler-178",,0.890000,5674.00,1.050000,,4.340000,,716.02500000
"Kepler-1543",,1.390000,6620.14,1.331550,0.48688,4.332370,-0.1023,921.78400000
"Kepler-1788",,0.670000,4625.00,0.640000,,4.650000,,560.44500000
"Kepler-1073",,0.910000,5741.00,0.833000,,4.556000,-0.2400,809.89700000
"Kepler-694",,0.941000,5787.00,0.851000,,4.553000,-0.1800,1023.06000000
"Kepler-724",,0.983000,5609.00,0.944000,,4.481000,0.1600,853.11900000
"Kepler-1316",,0.937000,5821.00,0.848000,,4.554000,-0.2200,800.87100000
"Kepler-1938",,0.646000,4522.00,0.655000,,4.615000,-0.2200,421.15200000
"Kepler-1119",,1.024000,6057.00,1.000000,,4.450000,-0.1000,1757.23000000
"K2-81",,0.745273,4674.13,0.634663,,,,252.31800000
"Kepler-1595",,0.840000,5203.00,0.800000,,4.560000,-0.0200,845.02200000
"Kepler-392",,1.104000,6474.00,1.403000,,4.188000,-0.3000,681.42800000
"Kepler-1941",,1.241000,6418.00,1.171000,,4.395000,0.0700,1494.39000000
"Kepler-1067",,0.981000,5594.00,0.934000,,4.489000,0.1600,667.69300000
"Kepler-348",,1.158000,6361.00,1.080000,,4.430000,,570.78300000
"Kepler-1677",,1.174000,6232.00,1.090000,,4.432000,0.0700,735.36900000
"Kepler-291",,1.093000,5993.00,0.986000,,4.489000,0.0700,1786.48000000
"Kepler-595",,0.930000,5271.00,0.821000,,4.578000,0.2100,643.00900000
"Kepler-414",,0.884000,5497.00,0.941000,,4.437000,0.0200,413.46000000
"Kepler-1500",,0.837000,6033.00,0.917000,,4.436000,-0.6400,1217.82000000
"Kepler-648",,0.966000,5796.00,0.871000,,4.544000,-0.1200,636.03000000
"HD 102117","G6 V",0.950000,5429.00,,,,0.2800,39.57920000
"Kepler-598",,0.815000,5252.00,0.898000,,4.442000,0.0400,681.08600000
"Kepler-1573",,0.934000,6088.00,0.958000,,4.446000,-0.4000,1455.36000000
"Kepler-122",,0.995000,6038.00,1.191000,,4.284000,-0.1600,1027.45000000
"HD 16175",,1.290000,6080.00,1.680000,,4.400000,0.3900,59.85900000
"Kepler-1253",,1.024000,6044.00,1.100000,,4.370000,,514.52400000
"Kepler-1868",,0.681000,4628.00,0.661000,,4.631000,-0.2000,274.18000000
"Kepler-557",,1.090000,5935.00,1.080000,,4.410000,,2097.12000000
"HD 98649",,0.960000,5714.00,,,4.370000,-0.0300,42.17270000
"Kepler-1159",,1.063000,6170.00,0.992000,,4.472000,-0.1600,1213.71000000
"Kepler-721",,0.896000,5192.00,0.802000,,4.583000,0.1600,926.59800000
"K2-24",,1.070000,5625.00,1.160000,,4.290000,0.3400,170.56200000
"Kepler-1163",,1.111000,6444.00,1.112000,,4.393000,-0.2200,478.64700000
"Kepler-704",,0.974000,5653.00,0.949000,,4.472000,0.1000,1228.83000000
"Kepler-66",,1.024000,5969.00,0.920000,,4.520000,,1202.96000000
"Kepler-1560",,1.020000,5815.00,1.020000,,4.430000,0.0400,502.49700000
"Kepler-996",,0.900000,5814.00,0.800000,,4.590000,,1216.58000000
"Kepler-1775",,1.080000,5910.19,1.266150,0.24607,4.266520,0.1380,657.02300000
"Kepler-1457",,0.970000,5968.00,0.881000,,4.534000,-0.2600,889.88500000
"Kepler-1150",,0.952000,4827.00,1.727000,,3.942000,0.5600,358.51800000
"Kepler-239",,0.780000,4819.00,0.830414,-0.47489,4.491570,0.1600,648.10900000
"Kepler-198",,0.930000,5537.00,0.830000,,4.570000,,495.35800000
"Kepler-1046",,1.117000,6063.00,1.012000,,4.476000,0.0700,721.53400000
"Kepler-1452",,1.070000,5892.30,2.200980,0.72107,3.782220,-0.1458,996.32000000
"Kepler-155",,0.720000,4550.00,0.680000,,4.640000,-0.0600,293.49900000
"Kepler-1405",,1.000000,5653.00,1.069760,0.02238,4.379500,,1530.30000000
"Kepler-230",,0.840000,5328.00,0.810000,,4.560000,-0.1400,740.75400000
"Kepler-1253",,0.790000,5739.00,0.930000,,4.390000,,514.52400000
"Kepler-1306",,0.966000,5796.00,0.871000,,4.544000,-0.1200,1107.50000000
"Kepler-823",,1.000000,5689.00,1.313000,,4.202000,0.1400,1389.27000000
"Kepler-104",,0.814000,5755.00,1.361000,,4.081000,-0.5200,400.78500000
"Kepler-1822",,0.720000,5023.00,0.630000,,4.700000,,897.59700000
"Kepler-887",,1.175000,6422.00,1.173000,,4.369000,-0.0600,886.58800000
"CoRoT-14",,1.130000,6040.00,1.210000,,,0.0500,1744.60000000
"Kepler-200",,1.050000,5838.55,0.986123,0.00778,4.471390,-0.0060,665.91200000
"Kepler-113",,0.696000,4591.00,0.709000,,4.579000,0.0000,262.35100000
"Kepler-962",,0.743000,5408.00,0.696000,,4.624000,-0.5800,411.48600000
"Kepler-197",,0.922000,6004.00,1.120000,,4.304000,-0.3800,330.57500000
"Kepler-378",,0.971000,4799.00,1.818000,,3.906000,0.5600,152.09400000
"Kepler-263",,0.829000,5265.00,0.781000,,4.571000,-0.1000,754.74700000
"Kepler-1317",,0.889000,5223.00,0.780000,,4.593000,0.0700,728.30300000
"Kepler-1139",,0.907000,5237.00,0.887000,,4.500000,0.3000,495.15600000
"Kepler-84",,1.005000,6028.00,1.022000,,4.421000,-0.1400,1023.90000000
"Kepler-1194",,0.895000,5851.00,1.115000,,4.296000,-0.2600,757.38200000
"PH1",,1.083000,6363.00,1.035000,,4.444000,-0.2600,1033.16000000
"Kepler-496",,0.761000,5188.00,0.685000,,4.645000,-0.4000,605.27400000
